"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)"
"Dobbewijk";"Voorschoten                             ";"Buurt     ";"BU06260009";"1";;;;;;;;;;;;;
"Krimwijk";"Voorschoten                             ";"Buurt     ";"BU06260010";"1";;;;;;;;;;;;;
"Centrum";"Voorschoten                             ";"Buurt     ";"BU06260011";"1";;;;;;;;;;;;;
"Nassauwijk";"Voorschoten                             ";"Buurt     ";"BU06260012";"1";;;;;;;;;;;;;
"Bloemenwijk";"Voorschoten                             ";"Buurt     ";"BU06260013";"1";;;;;;;;;;;;;
"Buitengebied";"Voorschoten                             ";"Buurt     ";"BU06260014";"1";;;;;;;;;;;;;
"Voorst";"Voorst                                  ";"Gemeente  ";"GM0285    ";"1";;;;;;;;;;;;;
"Wijk 00 Voorst";"Voorst                                  ";"Wijk      ";"WK028500  ";"1";;;;;;;;;;;;;
"Voorst";"Voorst                                  ";"Buurt     ";"BU02850000";"1";;;;;;;;;;;;;
"Bussloo";"Voorst                                  ";"Buurt     ";"BU02850001";"1";;;;;;;;;;;;;
"Gietelo";"Voorst                                  ";"Buurt     ";"BU02850002";"1";;;;;;;;;;;;;
"Verspreide huizen Voorst en Wilpse Klei";"Voorst                                  ";"Buurt     ";"BU02850005";"1";;;;;;;;;;;;;
"Verspreide huizen Gietelo-Bussloo";"Voorst                                  ";"Buurt     ";"BU02850006";"1";;;;;;;;;;;;;
"Verspr.h. langs de IJssel Voorster Klei";"Voorst                                  ";"Buurt     ";"BU02850007";"1";;;;;;;;;;;;;
"Verspreide huizen Appensche Veld";"Voorst                                  ";"Buurt     ";"BU02850008";"1";;;;;;;;;;;;;
"Verspr.h. akkerbouwgebied Noord-Empe";"Voorst                                  ";"Buurt     ";"BU02850009";"1";;;;;;;;;;;;;
"Wijk 01 Twello-Nijbroek";"Voorst                                  ";"Wijk      ";"WK028501  ";"1";;;;;;;;;;;;;
"Twello-Midden";"Voorst                                  ";"Buurt     ";"BU02850100";"1";;;;;;;;;;;;;
"Twello-Zuid";"Voorst                                  ";"Buurt     ";"BU02850101";"1";;;;;;;;;;;;;
"Twello-Noord";"Voorst                                  ";"Buurt     ";"BU02850102";"1";;;;;;;;;;;;;
"Terwolde";"Voorst                                  ";"Buurt     ";"BU02850103";"1";;;;;;;;;;;;;
"Nijbroek";"Voorst                                  ";"Buurt     ";"BU02850104";"1";;;;;;;;;;;;;
"Verspreide huizen Twello-Zuid";"Voorst                                  ";"Buurt     ";"BU02850105";"1";;;;;;;;;;;;;
"Steenenkamer";"Voorst                                  ";"Buurt     ";"BU02850106";"1";;;;;;;;;;;;;
"Verspreide huizen Twello-Noord";"Voorst                                  ";"Buurt     ";"BU02850107";"1";;;;;;;;;;;;;
"Verspreide huizen Nijbroek";"Voorst                                  ";"Buurt     ";"BU02850108";"1";;;;;;;;;;;;;
"Verspr.h. op de oeverwal Terwolde";"Voorst                                  ";"Buurt     ";"BU02850109";"1";;;;;;;;;;;;;
"Wijk 02 Klarenbeek-Teuge";"Voorst                                  ";"Wijk      ";"WK028502  ";"1";;;;;;;;;;;;;
"Klarenbeek (gedeeltelijk)";"Voorst                                  ";"Buurt     ";"BU02850200";"1";;;;;;;;;;;;;
"Teuge";"Voorst                                  ";"Buurt     ";"BU02850201";"1";;;;;;;;;;;;;
"Wilp-Achterhoek";"Voorst                                  ";"Buurt     ";"BU02850202";"1";;;;;;;;;;;;;
"De Vecht";"Voorst                                  ";"Buurt     ";"BU02850203";"1";;;;;;;;;;;;;
"Verspr.h. De Vecht, De Pol en omgeving";"Voorst                                  ";"Buurt     ";"BU02850205";"1";;;;;;;;;;;;;
"Verspreide huizen Teuge";"Voorst                                  ";"Buurt     ";"BU02850206";"1";;;;;;;;;;;;;
"Verspreide huizen Wilp-Achterhoek";"Voorst                                  ";"Buurt     ";"BU02850207";"1";;;;;;;;;;;;;
"Verspreide huizen Klarenbeek-Noord";"Voorst                                  ";"Buurt     ";"BU02850208";"1";;;;;;;;;;;;;
"Verspreide huizen Klarenbeek-Zuid";"Voorst                                  ";"Buurt     ";"BU02850209";"1";;;;;;;;;;;;;
"Wijk 03 Wilp";"Voorst                                  ";"Wijk      ";"WK028503  ";"1";;;;;;;;;;;;;
"Wilp";"Voorst                                  ";"Buurt     ";"BU02850300";"1";;;;;;;;;;;;;
"Posterenk";"Voorst                                  ";"Buurt     ";"BU02850301";"1";;;;;;;;;;;;;
"Verspreide huizen Wilp en Posterenk";"Voorst                                  ";"Buurt     ";"BU02850308";"1";;;;;;;;;;;;;
"Verspreide huizen op de Wilpse Klei";"Voorst                                  ";"Buurt     ";"BU02850309";"1";;;;;;;;;;;;;
"Vught";"Vught                                   ";"Gemeente  ";"GM0865    ";"1";;;;;;;;;;;;;
"Wijk 00 Vught";"Vught                                   ";"Wijk      ";"WK086500  ";"1";;;;;;;;;;;;;
"Centrum";"Vught                                   ";"Buurt     ";"BU08650000";"1";;;;;;;;;;;;;
"Taalstraat en omgeving";"Vught                                   ";"Buurt     ";"BU08650001";"1";;;;;;;;;;;;;
"Loyolaan en omgeving";"Vught                                   ";"Buurt     ";"BU08650002";"1";;;;;;;;;;;;;
"Loonsebaan";"Vught                                   ";"Buurt     ";"BU08650003";"1";;;;;;;;;;;;;
"Villapark";"Vught                                   ";"Buurt     ";"BU08650004";"1";;;;;;;;;;;;;
"Schoonveld";"Vught                                   ";"Buurt     ";"BU08650005";"1";;;;;;;;;;;;;
"Vughtse Heide en Lunetten";"Vught                                   ";"Buurt     ";"BU08650008";"1";;;;;;;;;;;;;
"Gement";"Vught                                   ";"Buurt     ";"BU08650009";"1";;;;;;;;;;;;;
"Wijk 01 Vught-Zuid";"Vught                                   ";"Wijk      ";"WK086501  ";"1";;;;;;;;;;;;;
"Voorburg en omgeving";"Vught                                   ";"Buurt     ";"BU08650100";"1";;;;;;;;;;;;;
"Molenstraat en omgeving";"Vught                                   ";"Buurt     ";"BU08650101";"1";;;;;;;;;;;;;
"De Baarzen";"Vught                                   ";"Buurt     ";"BU08650102";"1";;;;;;;;;;;;;
"Vijverhof";"Vught                                   ";"Buurt     ";"BU08650103";"1";;;;;;;;;;;;;
"De Vughtse Hoeven";"Vught                                   ";"Buurt     ";"BU08650104";"1";;;;;;;;;;;;;
"Bleijendijk";"Vught                                   ";"Buurt     ";"BU08650108";"1";;;;;;;;;;;;;
"Bergenshuizen";"Vught                                   ";"Buurt     ";"BU08650109";"1";;;;;;;;;;;;;
"Verspr huizen Schorvert en omgeving";"Vught                                   ";"Buurt     ";"BU08650110";"1";;;;;;;;;;;;;
"Wijk 02 Cromvoirt";"Vught                                   ";"Wijk      ";"WK086502  ";"1";;;;;;;;;;;;;
"Cromvoirt";"Vught                                   ";"Buurt     ";"BU08650200";"1";;;;;;;;;;;;;
"Verspreide huizen Cromvoirt";"Vught                                   ";"Buurt     ";"BU08650209";"1";;;;;;;;;;;;;
"Wijk 03 Helvoirt";"Vught                                   ";"Wijk      ";"WK086503  ";"1";;;;;;;;;;;;;
"Helvoirt";"Vught                                   ";"Buurt     ";"BU08650300";"1";;;;;;;;;;;;;
"Distelberg";"Vught                                   ";"Buurt     ";"BU08650301";"1";;;;;;;;;;;;;
"Verspr huizen Helvoirtse Heide";"Vught                                   ";"Buurt     ";"BU08650307";"1";;;;;;;;;;;;;
"Verspr huizen Brokkenbroek en Laar";"Vught                                   ";"Buurt     ";"BU08650308";"1";;;;;;;;;;;;;
"Verspr huizen Gijzel Raam en Molenstr";"Vught                                   ";"Buurt     ";"BU08650309";"1";;;;;;;;;;;;;
"Waadhoeke";"Waadhoeke                               ";"Gemeente  ";"GM1949    ";"1";;;;;;;;;;;;;
"Achlum";"Waadhoeke                               ";"Wijk      ";"WK194915  ";"1";;;;;;;;;;;;;
"Buitengebied Achlum";"Waadhoeke                               ";"Buurt     ";"BU19491500";"1";;;;;;;;;;;;;
"Achlum";"Waadhoeke                               ";"Buurt     ";"BU19491501";"1";;;;;;;;;;;;;
"St.-Annaparochie";"Waadhoeke                               ";"Wijk      ";"WK194916  ";"1";;;;;;;;;;;;;
"Buitengebied St.-Annaparochie";"Waadhoeke                               ";"Buurt     ";"BU19491600";"1";;;;;;;;;;;;;
"St.-Annaparochie Bedr. Nij Toerenburg";"Waadhoeke                               ";"Buurt     ";"BU19491601";"1";;;;;;;;;;;;;
"St.-Annaparochie Zuidoost";"Waadhoeke                               ";"Buurt     ";"BU19491602";"1";;;;;;;;;;;;;
"St.-Annaparochie Noordwest";"Waadhoeke                               ";"Buurt     ";"BU19491603";"1";;;;;;;;;;;;;
"St.-Annaparochie Noordoost";"Waadhoeke                               ";"Buurt     ";"BU19491604";"1";;;;;;;;;;;;;
"St.-Annaparochie Zuidwest";"Waadhoeke                               ";"Buurt     ";"BU19491605";"1";;;;;;;;;;;;;
"St.-Annaparochie Bedrijventer. de Wissel";"Waadhoeke                               ";"Buurt     ";"BU19491606";"1";;;;;;;;;;;;;
"Baaium";"Waadhoeke                               ";"Wijk      ";"WK194917  ";"1";;;;;;;;;;;;;
"Baaium";"Waadhoeke                               ";"Buurt     ";"BU19491700";"1";;;;;;;;;;;;;
"Berltsum";"Waadhoeke                               ";"Wijk      ";"WK194918  ";"1";;;;;;;;;;;;;
"Buitengebied Berltsum";"Waadhoeke                               ";"Buurt     ";"BU19491800";"1";;;;;;;;;;;;;
"Berltsum Noord";"Waadhoeke                               ";"Buurt     ";"BU19491801";"1";;;;;;;;;;;;;
"Berltsum Zuid";"Waadhoeke                               ";"Buurt     ";"BU19491802";"1";;;;;;;;;;;;;
"Berltsum Bedrijventerrein West";"Waadhoeke                               ";"Buurt     ";"BU19491803";"1";;;;;;;;;;;;;
"Berltsum Kassen";"Waadhoeke                               ";"Buurt     ";"BU19491804";"1";;;;;;;;;;;;;
"Bitgum";"Waadhoeke                               ";"Wijk      ";"WK194919  ";"1";;;;;;;;;;;;;
"Buitengebied Bitgum";"Waadhoeke                               ";"Buurt     ";"BU19491900";"1";;;;;;;;;;;;;
"Bitgum";"Waadhoeke                               ";"Buurt     ";"BU19491901";"1";;;;;;;;;;;;;
"Bitgummole";"Waadhoeke                               ";"Wijk      ";"WK194920  ";"1";;;;;;;;;;;;;
"Buitengebied Bitgummole";"Waadhoeke                               ";"Buurt     ";"BU19492000";"1";;;;;;;;;;;;;
"Bitgummole";"Waadhoeke                               ";"Buurt     ";"BU19492001";"1";;;;;;;;;;;;;
"Blessum";"Waadhoeke                               ";"Wijk      ";"WK194921  ";"1";;;;;;;;;;;;;
"Blessum";"Waadhoeke                               ";"Buurt     ";"BU19492100";"1";;;;;;;;;;;;;
"Boer";"Waadhoeke                               ";"Wijk      ";"WK194922  ";"1";;;;;;;;;;;;;
"Boer";"Waadhoeke                               ";"Buurt     ";"BU19492200";"1";;;;;;;;;;;;;
"Boksum";"Waadhoeke                               ";"Wijk      ";"WK194923  ";"1";;;;;;;;;;;;;
"Buitengebied Boksum";"Waadhoeke                               ";"Buurt     ";"BU19492300";"1";;;;;;;;;;;;;
"Boksum";"Waadhoeke                               ";"Buurt     ";"BU19492301";"1";;;;;;;;;;;;;
"Deinum";"Waadhoeke                               ";"Wijk      ";"WK194924  ";"1";;;;;;;;;;;;;
"Buitengebied Deinum";"Waadhoeke                               ";"Buurt     ";"BU19492400";"1";;;;;;;;;;;;;
"Deinum";"Waadhoeke                               ";"Buurt     ";"BU19492401";"1";;;;;;;;;;;;;
"Dongjum";"Waadhoeke                               ";"Wijk      ";"WK194925  ";"1";;;;;;;;;;;;;
"Buitengebied Dongjum";"Waadhoeke                               ";"Buurt     ";"BU19492500";"1";;;;;;;;;;;;;
"Dongjum";"Waadhoeke                               ";"Buurt     ";"BU19492501";"1";;;;;;;;;;;;;
"Dronryp";"Waadhoeke                               ";"Wijk      ";"WK194926  ";"1";;;;;;;;;;;;;
"Buitengebied Dronryp";"Waadhoeke                               ";"Buurt     ";"BU19492600";"1";;;;;;;;;;;;;
"Dronryp Bedrijventerrein de Alde Mar";"Waadhoeke                               ";"Buurt     ";"BU19492601";"1";;;;;;;;;;;;;
"Dronryp Midden";"Waadhoeke                               ";"Buurt     ";"BU19492602";"1";;;;;;;;;;;;;
"Dronryp Oost";"Waadhoeke                               ";"Buurt     ";"BU19492603";"1";;;;;;;;;;;;;
"Dronryp West";"Waadhoeke                               ";"Buurt     ";"BU19492604";"1";;;;;;;;;;;;;
"Firdgum";"Waadhoeke                               ";"Wijk      ";"WK194927  ";"1";;;;;;;;;;;;;
"Firdgum";"Waadhoeke                               ";"Buurt     ";"BU19492700";"1";;;;;;;;;;;;;
"Franeker";"Waadhoeke                               ";"Wijk      ";"WK194928  ";"1";;;;;;;;;;;;;
"Buitengebied Franeker";"Waadhoeke                               ";"Buurt     ";"BU19492800";"1";;;;;;;;;;;;;
"Franeker Alvestudewyk";"Waadhoeke                               ";"Buurt     ";"BU19492801";"1";;;;;;;;;;;;;
"Franeker Binnenstad";"Waadhoeke                               ";"Buurt     ";"BU19492802";"1";;;;;;;;;;;;;
"Franeker Bloemketerp en Watertorenbuurt";"Waadhoeke                               ";"Buurt     ";"BU19492803";"1";;;;;;;;;;;;;
"Franeker Hamburgerrak en st Want";"Waadhoeke                               ";"Buurt     ";"BU19492804";"1";;;;;;;;;;;;;
"Franeker Industrieter. West en Kie";"Waadhoeke                               ";"Buurt     ";"BU19492805";"1";;;;;;;;;;;;;
"Franeker Industrieterrein Oost";"Waadhoeke                               ";"Buurt     ";"BU19492806";"1";;;;;;;;;;;;;
"Franeker Industrieterrein Zuid";"Waadhoeke                               ";"Buurt     ";"BU19492807";"1";;;;;;;;;;;;;
"Franeker It Stiselplak";"Waadhoeke                               ";"Buurt     ";"BU19492808";"1";;;;;;;;;;;;;
"Franeker Kaatsersbuurt";"Waadhoeke                               ";"Buurt     ";"BU19492809";"1";;;;;;;;;;;;;
"Franeker Keningspark";"Waadhoeke                               ";"Buurt     ";"BU19492810";"1";;;;;;;;;;;;;
"Franeker Professorenbuurt";"Waadhoeke                               ";"Buurt     ";"BU19492811";"1";;;;;;;;;;;;;
"Franeker Schalsumerplan en Arkens";"Waadhoeke                               ";"Buurt     ";"BU19492812";"1";;;;;;;;;;;;;
"Franeker Sexbierumerplan";"Waadhoeke                               ";"Buurt     ";"BU19492813";"1";;;;;;;;;;;;;
"Franeker Stationsbuurt";"Waadhoeke                               ";"Buurt     ";"BU19492814";"1";;;;;;;;;;;;;
"Franeker 't War";"Waadhoeke                               ";"Buurt     ";"BU19492815";"1";;;;;;;;;;;;;
"Franeker Vliet Tuinen en Frisia";"Waadhoeke                               ";"Buurt     ";"BU19492816";"1";;;;;;;;;;;;;
"Franeker Witzens";"Waadhoeke                               ";"Buurt     ";"BU19492817";"1";;;;;;;;;;;;;
"Herbaijum";"Waadhoeke                               ";"Wijk      ";"WK194929  ";"1";;;;;;;;;;;;;
"Herbaijum";"Waadhoeke                               ";"Buurt     ";"BU19492900";"1";;;;;;;;;;;;;
"Hitzum";"Waadhoeke                               ";"Wijk      ";"WK194930  ";"1";;;;;;;;;;;;;
"Hitzum";"Waadhoeke                               ";"Buurt     ";"BU19493000";"1";;;;;;;;;;;;;
"Ingelum";"Waadhoeke                               ";"Wijk      ";"WK194931  ";"1";;;;;;;;;;;;;
"Buitengebied Ingelum";"Waadhoeke                               ";"Buurt     ";"BU19493100";"1";;;;;;;;;;;;;
"Ingelum";"Waadhoeke                               ";"Buurt     ";"BU19493101";"1";;;;;;;;;;;;;
"St.-Jacobiparochie";"Waadhoeke                               ";"Wijk      ";"WK194932  ";"1";;;;;;;;;;;;;
"Buitengebied St.-Jacobiparochie";"Waadhoeke                               ";"Buurt     ";"BU19493200";"1";;;;;;;;;;;;;
"St.-Jacobiparochie Noord";"Waadhoeke                               ";"Buurt     ";"BU19493201";"1";;;;;;;;;;;;;
"St.-Jacobiparochie Zuid";"Waadhoeke                               ";"Buurt     ";"BU19493202";"1";;;;;;;;;;;;;
"Klooster Lidlum";"Waadhoeke                               ";"Wijk      ";"WK194933  ";"1";;;;;;;;;;;;;
"Klooster Lidlum";"Waadhoeke                               ";"Buurt     ";"BU19493300";"1";;;;;;;;;;;;;
"Marsum";"Waadhoeke                               ";"Wijk      ";"WK194934  ";"1";;;;;;;;;;;;;
"Buitengebied Marsum";"Waadhoeke                               ";"Buurt     ";"BU19493400";"1";;;;;;;;;;;;;
"Marsum";"Waadhoeke                               ";"Buurt     ";"BU19493401";"1";;;;;;;;;;;;;
"Menaam";"Waadhoeke                               ";"Wijk      ";"WK194935  ";"1";;;;;;;;;;;;;
"Buitengebied Menaam";"Waadhoeke                               ";"Buurt     ";"BU19493500";"1";;;;;;;;;;;;;
"Menaam Bedrijventerrein Noord";"Waadhoeke                               ";"Buurt     ";"BU19493501";"1";;;;;;;;;;;;;
"Menaam Oost";"Waadhoeke                               ";"Buurt     ";"BU19493502";"1";;;;;;;;;;;;;
"Menaam West";"Waadhoeke                               ";"Buurt     ";"BU19493503";"1";;;;;;;;;;;;;
"Minnertsga";"Waadhoeke                               ";"Wijk      ";"WK194936  ";"1";;;;;;;;;;;;;
"Buitengebied Minnertsga";"Waadhoeke                               ";"Buurt     ";"BU19493600";"1";;;;;;;;;;;;;
"Minnertsga Bedrijventerrein Boskdykje";"Waadhoeke                               ";"Buurt     ";"BU19493601";"1";;;;;;;;;;;;;
"Minnertsga Noord";"Waadhoeke                               ";"Buurt     ";"BU19493602";"1";;;;;;;;;;;;;
"Minnertsga Zuid";"Waadhoeke                               ";"Buurt     ";"BU19493603";"1";;;;;;;;;;;;;
"Nij Altoenae";"Waadhoeke                               ";"Wijk      ";"WK194937  ";"1";;;;;;;;;;;;;
"Nij Altoenae";"Waadhoeke                               ";"Buurt     ";"BU19493700";"1";;;;;;;;;;;;;
"Oosterbierum";"Waadhoeke                               ";"Wijk      ";"WK194938  ";"1";;;;;;;;;;;;;
"Buitengebied Oosterbierum";"Waadhoeke                               ";"Buurt     ";"BU19493800";"1";;;;;;;;;;;;;
"Oosterbierum";"Waadhoeke                               ";"Buurt     ";"BU19493801";"1";;;;;;;;;;;;;
"Oudebildtzijl";"Waadhoeke                               ";"Wijk      ";"WK194939  ";"1";;;;;;;;;;;;;
"Buitengebied Oudebildtzijl";"Waadhoeke                               ";"Buurt     ";"BU19493900";"1";;;;;;;;;;;;;
"Oudebildtzijl";"Waadhoeke                               ";"Buurt     ";"BU19493901";"1";;;;;;;;;;;;;
"Peins";"Waadhoeke                               ";"Wijk      ";"WK194940  ";"1";;;;;;;;;;;;;
"Peins";"Waadhoeke                               ";"Buurt     ";"BU19494000";"1";;;;;;;;;;;;;
"Pietersbierum";"Waadhoeke                               ";"Wijk      ";"WK194941  ";"1";;;;;;;;;;;;;
"Pietersbierum";"Waadhoeke                               ";"Buurt     ";"BU19494100";"1";;;;;;;;;;;;;
"Ried";"Waadhoeke                               ";"Wijk      ";"WK194942  ";"1";;;;;;;;;;;;;
"Buitengebied Ried";"Waadhoeke                               ";"Buurt     ";"BU19494200";"1";;;;;;;;;;;;;
"Ried";"Waadhoeke                               ";"Buurt     ";"BU19494201";"1";;;;;;;;;;;;;
"Schalsum";"Waadhoeke                               ";"Wijk      ";"WK194943  ";"1";;;;;;;;;;;;;
"Schalsum";"Waadhoeke                               ";"Buurt     ";"BU19494300";"1";;;;;;;;;;;;;
"Sexbierum";"Waadhoeke                               ";"Wijk      ";"WK194944  ";"1";;;;;;;;;;;;;
"Buitengebied Sexbierum";"Waadhoeke                               ";"Buurt     ";"BU19494400";"1";;;;;;;;;;;;;
"Sexbierum";"Waadhoeke                               ";"Buurt     ";"BU19494401";"1";;;;;;;;;;;;;
"Sexbierum Kassen";"Waadhoeke                               ";"Buurt     ";"BU19494402";"1";;;;;;;;;;;;;
"Sexbierum Waddenglas";"Waadhoeke                               ";"Buurt     ";"BU19494403";"1";;;;;;;;;;;;;
"Skingen";"Waadhoeke                               ";"Wijk      ";"WK194945  ";"1";;;;;;;;;;;;;
"Skingen";"Waadhoeke                               ";"Buurt     ";"BU19494500";"1";;;;;;;;;;;;;
"Slappeterp";"Waadhoeke                               ";"Wijk      ";"WK194946  ";"1";;;;;;;;;;;;;
