"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Afstand tot warenhuis (km)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 10 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 20 km (aantal)"
"Kern Papenveer";"Nieuwkoop                               ";"Wijk      ";"WK056913  ";"3";2,5;0;1,8;5,2;0,7;0,8;6,1;14,4;2,7;1;3,1;19,4
"Papenveer";"Nieuwkoop                               ";"Buurt     ";"BU05691337";"3";2,5;0;1,8;5,2;0,7;0,8;6,1;14,4;2,7;1;3,1;19,4
"Nijkerk";"Nijkerk                                 ";"Gemeente  ";"GM0267    ";"1";1;1,1;4,1;8,2;1;3,6;13,9;23,5;1,9;1,3;4,8;17,4
"Nijkerk-stad";"Nijkerk                                 ";"Wijk      ";"WK026701  ";"1";0,9;1;4,7;7,5;1;4,5;18,8;23,6;1,8;1,1;4,4;17,7
"Industriegebied";"Nijkerk                                 ";"Buurt     ";"BU02670101";"1";1;0,7;4,7;6,3;1,2;3,7;20,7;21,5;1,4;1;4,5;18
"Groot Corlaer";"Nijkerk                                 ";"Buurt     ";"BU02670102";"1";1,8;0;4,5;8,2;1,7;0;19,8;25,7;2,4;1,1;5;18,7
"Corlaer";"Nijkerk                                 ";"Buurt     ";"BU02670103";"1";1,1;0,3;5,7;7;1;0,9;21;22;2,1;1;4,8;18,1
"Nautena-zuid/Schulpkamp";"Nijkerk                                 ";"Buurt     ";"BU02670104";"1";0,6;2,2;5,2;7;0,5;12,2;21;22;1;1;4;18,3
"Nautena-noord/Havenstraat";"Nijkerk                                 ";"Buurt     ";"BU02670105";"1";0,6;1,8;5;7;0,5;11,1;21;22;0,9;1;4,4;18,3
"Centrum";"Nijkerk                                 ";"Buurt     ";"BU02670106";"1";0,4;2,8;5;7;0,1;17,9;21;22;0,4;1;4;18,7
"Bruins Slotlaan/Campenbuurt";"Nijkerk                                 ";"Buurt     ";"BU02670107";"1";0,7;1,2;5;6,7;0,7;9,4;21;21,7;0,9;1;3,7;17,3
"Zilverschoon/Oranjebuurt";"Nijkerk                                 ";"Buurt     ";"BU02670108";"1";0,5;1,5;5;6,8;0,5;9,8;21;21,8;1;1;4,1;17,1
"Coltoflaan/van Oldenbarneveldstraat";"Nijkerk                                 ";"Buurt     ";"BU02670109";"1";0,6;1,5;5,3;7;0,5;6,7;21;22;1,3;1;4;18,3
"Luxool";"Nijkerk                                 ";"Buurt     ";"BU02670110";"1";1;1,2;5;6,3;1;2,6;21;21,5;1,5;1;4,7;17,5
"Paasbos-west";"Nijkerk                                 ";"Buurt     ";"BU02670111";"1";0,5;1,2;4,9;6,9;0,5;1,4;21;21,9;1,8;1;4;16,6
"Paasbos-oost";"Nijkerk                                 ";"Buurt     ";"BU02670112";"1";0,8;1,5;5;7;0,8;2,4;21;22;1,5;1;4,7;18
"Strijland-west";"Nijkerk                                 ";"Buurt     ";"BU02670113";"1";0,4;1;5;7;0,4;1;21;22;1,9;1;5;17,8
"Strijland-oost";"Nijkerk                                 ";"Buurt     ";"BU02670114";"1";0,9;0,6;4,5;7;0,9;0,6;21;22,3;2,4;1;4,7;17,4
"Spoorkamp/De Terrassen";"Nijkerk                                 ";"Buurt     ";"BU02670115";"1";0,5;1;2,8;11,1;2,5;0;3,4;34,1;3,7;2;4;17
"De Flier/Arkerpoort";"Nijkerk                                 ";"Buurt     ";"BU02670116";"1";;;;;;;;;;;;
"De Bogen";"Nijkerk                                 ";"Buurt     ";"BU02670117";"1";2,5;0;2,8;10;2,5;0;6,9;31,5;3,2;1,4;5;17,2
"Doornsteeg";"Nijkerk                                 ";"Buurt     ";"BU02670118";"1";1,7;0;4,7;7;1,5;0,1;20,7;22;2;1;5;18
"Appel, Driedorp, Kruishaar, Prinsenkamp ";"Nijkerk                                 ";"Wijk      ";"WK026702  ";"1";2,3;0,2;2,4;4,9;1,8;0,4;8,5;15,5;3,3;0,9;4;15,7
"Kruishaar";"Nijkerk                                 ";"Buurt     ";"BU02670201";"1";2,7;0;1,9;4,8;2,6;0;9,1;19,7;3,4;0,9;4,5;16,3
"Slichtenhorst";"Nijkerk                                 ";"Buurt     ";"BU02670202";"1";1,2;0,5;4,3;8,2;1,1;1;14,8;24,2;2,7;1,2;4,2;18
"Appel/'t Woud";"Nijkerk                                 ";"Buurt     ";"BU02670203";"1";3,7;0;0,4;2,6;1,9;0,2;1,8;7,5;4,6;0,6;4;14,3
"Prinsenkamp";"Nijkerk                                 ";"Buurt     ";"BU02670204";"1";2;0;2,8;3;2,2;0;7,4;9,3;2,3;1;3;13,2
"Nijkerkerveen en Holkerveen";"Nijkerk                                 ";"Wijk      ";"WK026703  ";"1";0,8;0,7;2,9;14,2;0,8;0,7;4,5;37,5;3,4;2,8;4,8;17
"Nijkerkerveen-Noord";"Nijkerk                                 ";"Buurt     ";"BU02670300";"1";0,6;0,9;2,4;14,6;0,6;0,9;3,2;38,8;3,7;2,9;4,5;17,2
"Nijkerkerveen-Zuid";"Nijkerk                                 ";"Buurt     ";"BU02670301";"1";0,9;0,6;2,4;13,2;0,9;0,6;3,2;33,7;3,2;2,5;5,1;16,8
"Holkerveen";"Nijkerk                                 ";"Buurt     ";"BU02670302";"1";1,6;0;6,2;15,1;1,6;0;13,1;42,3;2,8;3,1;5,1;17,2
"Arkemheen, Achterhoek, De Veenhuis";"Nijkerk                                 ";"Wijk      ";"WK026704  ";"1";3,7;0;0,4;5,6;3,6;0;1,8;19,3;4;1;4,5;17,1
"Arkemheen";"Nijkerk                                 ";"Buurt     ";"BU02670401";"1";3,7;0;0,4;5;3,7;0;1,8;19,1;4,1;1;4;17,1
"De Veenhuis/Achterhoek";"Nijkerk                                 ";"Buurt     ";"BU02670402";"1";3,6;0;0,5;6,2;3,6;0;1,8;19,4;3,9;1,1;5;17,1
"Hoevelaken";"Nijkerk                                 ";"Wijk      ";"WK026705  ";"1";0,9;1,7;3,3;8,7;0,8;3,2;5,5;19,2;0,9;1,4;6;16,9
"Hoevelaken-Stoutenburgerlaan-Oost";"Nijkerk                                 ";"Buurt     ";"BU02670500";"1";0,8;2,2;3;8,1;0,6;4,3;5,3;18,8;0,6;1,1;6;16,8
"Hoevelaken-Oranjebuurt-Horstbeek";"Nijkerk                                 ";"Buurt     ";"BU02670501";"1";1,2;0,2;3;6,6;1;1,3;5,3;13,6;1;1;6;16,2
"Hoevelaken-Overhorst";"Nijkerk                                 ";"Buurt     ";"BU02670502";"1";0,6;2,5;3,1;11,2;0,5;4,8;5,5;24,9;0,6;2;6;17,7
"Hoevelaken-Kleinhoven";"Nijkerk                                 ";"Buurt     ";"BU02670503";"1";0,5;2,4;3,3;10,9;0,6;3,9;5,8;25;0,9;1,8;6;17,3
"Hoevelaken-Hogenbrink";"Nijkerk                                 ";"Buurt     ";"BU02670504";"1";0,8;2,1;3,8;7,8;0,9;3,5;5,8;17,1;1;1,1;6;16,7
"Hoevelaken-Middelaar";"Nijkerk                                 ";"Buurt     ";"BU02670505";"1";1,6;0;3,4;5,9;1,5;0,1;5,4;10,8;1,6;1;6;16
"Nijmegen";"Nijmegen                                ";"Gemeente  ";"GM0268    ";"1";0,7;2;13,2;27,5;0,7;7,1;49,6;93,8;2,7;1,2;5,2;15,7
"Nijmegen-Centrum";"Nijmegen                                ";"Wijk      ";"WK026801  ";"1";0,4;5,1;21,1;32;0,2;34,4;95,4;123;0,7;1;5,7;16,9
"Benedenstad";"Nijmegen                                ";"Buurt     ";"BU02680100";"1";0,6;2,9;19,9;31,8;0,2;30,2;89,3;122;0,5;1;5,3;16,4
"Stadscentrum";"Nijmegen                                ";"Buurt     ";"BU02680101";"1";0,4;5,7;21,4;32;0,2;35,5;97,1;123,3;0,8;1;5,8;17
"Nijmegen-Oost";"Nijmegen                                ";"Wijk      ";"WK026802  ";"1";0,7;3;19,2;31,1;0,4;11;85,6;120,2;2;1;5,9;16,4
"Bottendaal";"Nijmegen                                ";"Buurt     ";"BU02680202";"1";0,4;3,1;23,5;34,7;0,3;17,2;105,5;125;1,5;1;6;16,5
"Galgenveld";"Nijmegen                                ";"Buurt     ";"BU02680203";"1";0,6;2,5;23,2;34;0,3;11,5;101,9;123,7;1,8;1;6;16,3
"Altrade";"Nijmegen                                ";"Buurt     ";"BU02680204";"1";0,4;5,4;19,9;30,7;0,3;17,5;91,1;120,7;1,5;1;6;16,9
"Hunnerberg";"Nijmegen                                ";"Buurt     ";"BU02680205";"1";0,8;3,5;15,4;29,5;0,5;10,6;75,4;119,4;1,7;1;6,1;17,2
"Hengstdal";"Nijmegen                                ";"Buurt     ";"BU02680206";"1";0,6;3,4;16,3;28,9;0,4;7,2;72,8;118,2;2,4;1;6;16
"Kwakkenberg";"Nijmegen                                ";"Buurt     ";"BU02680207";"1";1,6;0,1;10,3;25,4;1,1;0,9;37,1;108,4;3,4;1;4,8;15,4
"Groenewoud";"Nijmegen                                ";"Buurt     ";"BU02680208";"1";1,4;0,1;18;29,9;0,5;2,4;74,3;116;2,9;1;5,6;15,6
"Ooyse Schependom";"Nijmegen                                ";"Buurt     ";"BU02680209";"1";1,2;0,1;15;28,8;0,9;3,3;73,2;119,1;1,2;1;5,2;15,1
"Nijmegen-Oud-West";"Nijmegen                                ";"Wijk      ";"WK026803  ";"1";0,6;2,1;19,2;33,1;0,3;9,3;89,5;125,5;1,8;1,3;5,2;16
"Biezen";"Nijmegen                                ";"Buurt     ";"BU02680320";"1";0,6;1,5;17,8;30,7;0,3;8,4;83,4;120,5;1,7;1;5;16
"Wolfskuil";"Nijmegen                                ";"Buurt     ";"BU02680321";"1";0,6;3,1;21,2;36,9;0,3;10,6;99;133,1;2;1,7;5,5;16
"Nijmegen-Nieuw-West";"Nijmegen                                ";"Wijk      ";"WK026804  ";"1";0,7;1,7;12,3;38;0,5;4,8;50,6;129,7;3,2;1,9;5,1;15,2
"Hees";"Nijmegen                                ";"Buurt     ";"BU02680422";"1";0,7;2,4;17,6;37,5;0,5;6,6;78,2;133,9;2,5;1,8;5,2;16
"Heseveld";"Nijmegen                                ";"Buurt     ";"BU02680423";"1";0,6;1,8;15,5;41,5;0,5;5,6;69,7;137,2;3;2;5;15,8
"Neerbosch-Oost";"Nijmegen                                ";"Buurt     ";"BU02680424";"1";0,6;1,5;7,4;36,1;0,5;3,7;22,6;123,1;3,6;2;5;14,3
"Haven- en industrieterrein";"Nijmegen                                ";"Buurt     ";"BU02680425";"1";1,5;0;13,8;29,2;0,8;1;68,5;116,2;2,4;1;5,5;16,4
"Nijmegen-Midden";"Nijmegen                                ";"Wijk      ";"WK026805  ";"1";0,7;2;19,9;35,2;0,5;7,2;76,8;122,8;3;1,3;5,3;15,3
"Nije Veld";"Nijmegen                                ";"Buurt     ";"BU02680510";"1";0,4;2,9;22,9;35,6;0,3;9,2;99,8;126;2,4;1,4;5,7;16,4
"Hazenkamp";"Nijmegen                                ";"Buurt     ";"BU02680511";"1";0,5;2,6;21,4;34,9;0,4;8,6;83,2;123;3,1;1,2;5,1;15
"Goffert";"Nijmegen                                ";"Buurt     ";"BU02680512";"1";1,5;0,1;12,3;36,3;1,1;0,4;32,3;114,5;3,7;1,6;5;14,4
"St. Anna";"Nijmegen                                ";"Buurt     ";"BU02680513";"1";0,6;1,9;18,1;36,6;0,3;8,8;62,8;127;3,4;1,4;5,2;14,6
"Heijendaal";"Nijmegen                                ";"Buurt     ";"BU02680517";"1";1;0,7;21,3;31,6;0,7;5,2;85,2;118,3;2,8;1;5,3;15,4
"Nijmegen-Zuid";"Nijmegen                                ";"Wijk      ";"WK026806  ";"1";0,6;2,2;9,8;32,3;0,6;2,9;21,2;104,4;4,2;1,9;5,1;13,8
"Hatertse Hei";"Nijmegen                                ";"Buurt     ";"BU02680614";"1";0,6;1,9;13,1;39,6;0,4;5,6;36;134,4;4;2,1;5,2;14,8
"Grootstal";"Nijmegen                                ";"Buurt     ";"BU02680615";"1";0,7;0,9;10,1;38,6;0,7;1,4;23,4;127,3;4,2;2,3;5,5;14,9
"Hatert";"Nijmegen                                ";"Buurt     ";"BU02680616";"1";0,6;3,2;9,6;26,3;0,7;2,5;12,6;73,8;4,3;1,6;5,3;12,7
"Brakkenstein";"Nijmegen                                ";"Buurt     ";"BU02680618";"1";0,5;1,6;6,9;31,4;0,4;2,9;24,8;120,4;4,2;1,7;4,1;14,2
"Dukenburg";"Nijmegen                                ";"Wijk      ";"WK026807  ";"1";0,9;1,2;9;18,3;1,1;1,4;13,8;36,3;2,2;1;5;12,6
"Tolhuis";"Nijmegen                                ";"Buurt     ";"BU02680731";"1";1,5;0;8,5;18,3;1,3;0,1;15,3;35,5;1,4;1;5;12,3
"Zwanenveld";"Nijmegen                                ";"Buurt     ";"BU02680732";"1";0,7;1,7;8,7;19,7;0,8;4,5;15,7;39,2;0,9;1;5,1;12,2
"Meijhorst";"Nijmegen                                ";"Buurt     ";"BU02680733";"1";0,8;1,5;8,8;18,8;0,9;1,3;15,9;36,2;2;1;5;12,9
"Lankforst";"Nijmegen                                ";"Buurt     ";"BU02680734";"1";0,8;1,6;8,4;22,6;0,8;0,8;16,2;49,7;2;1;5;12,5
"Aldenhof";"Nijmegen                                ";"Buurt     ";"BU02680735";"1";1,2;0,3;9,5;15,8;1,2;0,2;10,9;29,3;3,1;1;5;12,5
"Malvert";"Nijmegen                                ";"Buurt     ";"BU02680736";"1";0,5;2,3;10,7;18,1;0,5;1,1;15,7;36;2,8;1;5;13
"Weezenhof";"Nijmegen                                ";"Buurt     ";"BU02680737";"1";0,7;0,9;9;15;1,7;0;7,1;30,3;3,7;1;4,7;13
"Vogelzang";"Nijmegen                                ";"Buurt     ";"BU02680738";"1";;;;;;;;;;;;
"Staddijk";"Nijmegen                                ";"Buurt     ";"BU02680739";"1";1,6;0;7,6;18,6;1,3;0;14,3;42,7;1,7;1,2;5,9;13
"Lindenholt";"Nijmegen                                ";"Wijk      ";"WK026808  ";"1";0,7;0,9;5,1;15,7;0,9;1,2;14,8;35,9;2,3;1,1;4,4;14,4
"t Acker";"Nijmegen                                ";"Buurt     ";"BU02680840";"1";0,6;1;4,5;15,6;0,6;1,7;12,9;37,3;2,6;1,2;4,3;15
"De Kamp";"Nijmegen                                ";"Buurt     ";"BU02680841";"1";0,6;1;5,8;17,9;1,3;0,1;16,9;39,8;1,9;1;4,7;14,9
"t Broek";"Nijmegen                                ";"Buurt     ";"BU02680842";"1";0,7;0,7;4,9;12,7;0,6;2,2;15;27,4;2,2;1;4,3;12,5
"Kerkenbos";"Nijmegen                                ";"Buurt     ";"BU02680843";"1";1,4;0;5;13,2;1,3;0,6;15;28,8;1,7;1;4,7;12,7
"Westkanaaldijk";"Nijmegen                                ";"Buurt     ";"BU02680847";"1";;;;;;;;;;;;
"Neerbosch-West";"Nijmegen                                ";"Buurt     ";"BU02680848";"1";2,4;0;3,2;14,5;2,4;0;2,5;47,2;3,6;2;4,6;14,5
"Bijsterhuizen";"Nijmegen                                ";"Buurt     ";"BU02680849";"1";2,1;0;1,9;12,1;2,1;0;4,3;42,9;4;2,6;4;13,2
"Nijmegen-Noord";"Nijmegen                                ";"Wijk      ";"WK026809  ";"1";1,1;0,5;3,8;13,7;1,6;0,5;7,1;48,6;4,4;0,8;4,9;20,3
"Oosterhout";"Nijmegen                                ";"Buurt     ";"BU02680950";"1";0,9;0,6;4,1;6,9;2,3;0;5,5;17;5,3;0,2;4,9;21,1
"Ressen";"Nijmegen                                ";"Buurt     ";"BU02680960";"1";1,7;0;3,4;7,9;2,7;0;2,9;17,2;5;0,6;4,5;20,6
"Lent";"Nijmegen                                ";"Buurt     ";"BU02680970";"1";1;0,6;3,8;18,2;1,1;0,8;9;70,9;3,8;1,1;4,9;19,8
"Nissewaard";"Nissewaard                              ";"Gemeente  ";"GM1930    ";"1";0,8;1,3;8,3;16,5;0,7;4,2;25,3;53,6;2,7;2;3,9;19,2
"Centrum";"Nissewaard                              ";"Wijk      ";"WK193001  ";"1";0,7;1,4;11,7;24,6;0,4;11,5;38,3;79,8;0,8;3;4,1;24,1
"Kern";"Nissewaard                              ";"Buurt     ";"BU19300101";"1";0,7;2;10,5;26,2;0,1;15,1;34;82,8;0,7;3;4;24
"Molenwei";"Nissewaard                              ";"Buurt     ";"BU19300102";"1";1;1,4;10,1;27;0,4;11,6;33,3;84;1,2;3;4;24
"Oranjebuurt";"Nissewaard                              ";"Buurt     ";"BU19300103";"1";1,1;0,4;10;24,1;0,5;11,5;32,2;79;0,9;3;4;24,3
"Vogelbuurt";"Nissewaard                              ";"Buurt     ";"BU19300104";"1";0,9;1,5;10,2;22,9;0,5;11,1;33,1;76,8;0,6;3;4;24,6
"Centrum-Oost";"Nissewaard                              ";"Buurt     ";"BU19300105";"1";0,3;2;11,9;26,2;0,2;15,4;39,5;82,8;0,6;3;4;23,9
"Centrum-Zuid";"Nissewaard                              ";"Buurt     ";"BU19300106";"1";0,9;1;13,4;22,9;0,4;7,1;44,1;76,6;0,9;3;4,3;24,1
"Schiekamp";"Nissewaard                              ";"Wijk      ";"WK193002  ";"1";0,6;3,1;7,7;20,7;0,4;6,6;29,9;70,2;2,1;3;4;23,7
"Schiekamp-Noord";"Nissewaard                              ";"Buurt     ";"BU19300201";"1";0,8;2;6,3;19,7;0,6;4,1;28;67,5;2,4;3;4;23,3
"Schiekamp-Zuid";"Nissewaard                              ";"Buurt     ";"BU19300202";"1";0,5;3,9;8,6;21,4;0,3;8,3;31,1;72,1;1,9;3;4;24
"Hoogwerf";"Nissewaard                              ";"Wijk      ";"WK193003  ";"1";0,5;3,4;8,1;24;0,3;8,7;30,7;77,7;1,8;3;4;24
"Hoogwerf-Noord";"Nissewaard                              ";"Buurt     ";"BU19300301";"1";0,6;3,2;6,9;22,2;0,2;6,4;29,4;73,4;2;3;4;24
"Hoogwerf-Zuid";"Nissewaard                              ";"Buurt     ";"BU19300302";"1";0,4;3,7;9,4;25,8;0,4;11;31,9;81,9;1,6;3;4;24
"Vierambachten";"Nissewaard                              ";"Wijk      ";"WK193004  ";"1";0,8;3;9,6;22,8;0,9;5,6;31,6;76,5;1,5;3;4;24,1
"Vierambachten";"Nissewaard                              ";"Buurt     ";"BU19300401";"1";0,8;3;9,6;22,8;0,9;5,6;31,6;76,5;1,5;3;4;24,1
"De Hoek";"Nissewaard                              ";"Wijk      ";"WK193005  ";"1";1,4;0;11,8;21,2;0,6;1,5;41,4;72,4;1,5;3;4;23,9
"De Hoek-1";"Nissewaard                              ";"Buurt     ";"BU19300501";"1";1,3;0;12;22,1;0,8;1,9;41,5;75,3;1,4;3;4;24,4
"De Hoek-2";"Nissewaard                              ";"Buurt     ";"BU19300502";"1";1,4;0;11,8;21,5;0,3;1,8;41,8;73,7;1,5;3;4;24,2
"De Hoek-3";"Nissewaard                              ";"Buurt     ";"BU19300503";"1";1,5;0;11,9;19,8;0,4;1;41,9;68,1;1,7;3;4;23
"De Hoek-4";"Nissewaard                              ";"Buurt     ";"BU19300504";"1";1,5;0;10;20,7;1;0,6;35,9;71,4;1,6;3;4;23,2
"Gildenwijk";"Nissewaard                              ";"Wijk      ";"WK193006  ";"1";1;0,5;14;23,2;0,4;3,5;46,2;77,9;1;3;4,7;24
"Gildenwijk-Oost";"Nissewaard                              ";"Buurt     ";"BU19300601";"1";1;0,7;14;23,3;0,5;4,4;45,9;78;0,9;3;4,4;23,9
"Gildenwijk-West";"Nissewaard                              ";"Buurt     ";"BU19300602";"1";1,1;0,2;14;23,2;0,3;2,8;46,5;77,9;1;3;5;24
"Ziekenhuis";"Nissewaard                              ";"Buurt     ";"BU19300603";"1";;;;;;;;;;;;
"Groenewoud";"Nissewaard                              ";"Wijk      ";"WK193007  ";"1";0,4;1,6;15,8;20,4;1,2;0,3;51,3;67,4;1,8;3;5;23
"Groenewoud-Hoog";"Nissewaard                              ";"Buurt     ";"BU19300701";"1";0,5;1,8;16;20,7;1,1;0,4;52,2;69,5;1,7;3;5;23
"Groenewoud-Huur";"Nissewaard                              ";"Buurt     ";"BU19300702";"1";0,2;1;16;20,3;1,3;0;51,9;66,9;2;3;5;23
"Groenewoud-Koop";"Nissewaard                              ";"Buurt     ";"BU19300703";"1";0,4;1,7;15,4;20,2;1,2;0,3;50,3;65,3;1,8;3;5;23
"Sterrenkwartier";"Nissewaard                              ";"Wijk      ";"WK193008  ";"1";0,5;2,2;13,3;18,2;0,6;4;43,4;58,8;1,3;2,4;4,9;22,4
"Sterrenkwartier-Hoog";"Nissewaard                              ";"Buurt     ";"BU19300801";"1";0,4;2,1;13,8;18,4;0,5;3;45,3;59,8;1,4;2,4;5;22,9
"Sterrenkwartier-Midden";"Nissewaard                              ";"Buurt     ";"BU19300802";"1";0,5;2,3;13,6;17;0,4;5,1;44,1;55,2;1,1;2;5;22,6
"Sterrenkwartier-Oost";"Nissewaard                              ";"Buurt     ";"BU19300803";"1";0,4;2,1;14;19,8;0,6;2,8;46,5;63,3;1,4;2,9;5;23
"Sterrenkwartier-Zuid";"Nissewaard                              ";"Buurt     ";"BU19300804";"1";0,6;3;13,6;17,6;0,6;7,4;44;56,5;1;2,2;5;22,1
"Sterrenkwartier-West";"Nissewaard                              ";"Buurt     ";"BU19300805";"1";0,8;2,1;10,3;17;0,7;4;32,6;55;1,2;2;4,2;20,3
"Schenkel";"Nissewaard                              ";"Wijk      ";"WK193009  ";"1";0,5;1,1;10,4;20,1;0,5;1,3;33,9;67;1,9;2,9;4;22,9
"Schenkel-Noordwest";"Nissewaard                              ";"Buurt     ";"BU19300901";"1";0,2;1;11,2;21,6;0,2;1;34;73,8;1,7;3;4;22,6
"Schenkel-Industrieterrein";"Nissewaard                              ";"Buurt     ";"BU19300902";"1";1;1,9;11,4;23,2;0,8;2,7;38,5;77,5;1,2;3;4;23,8
"Schenkel-Zuidwest";"Nissewaard                              ";"Buurt     ";"BU19300903";"1";0,5;1,3;11,5;21,3;0,5;1,7;37,5;70,8;1,7;3;4;23,3
"Schenkel-Zuidoost";"Nissewaard                              ";"Buurt     ";"BU19300904";"1";0,7;1;9;18;0,7;1;30,4;58,3;2,3;2,5;4;22,8
"Schenkel-Noordoost";"Nissewaard                              ";"Buurt     ";"BU19300905";"1";0,4;1;9,2;19,3;0,4;1;30,5;64,7;2;3;4;22,2
"De Elementen";"Nissewaard                              ";"Wijk      ";"WK193010  ";"1";0,8;1,4;10,8;23,8;0,5;4;34,9;78,4;1,1;3;4;23,2
"De Dijk";"Nissewaard                              ";"Buurt     ";"BU19301001";"1";1;0,7;10,8;23;0,1;1,2;34,4;77;1,2;3;4;23
"Bedrijventerrein Haven-Noord";"Nissewaard                              ";"Buurt     ";"BU19301002";"1";1;1;10,2;27;1,1;0,1;35,2;84,1;1,2;3;4;23,1
"De Haven";"Nissewaard                              ";"Buurt     ";"BU19301003";"1";0,6;1,9;10,6;24,8;0,6;9;33,7;80,3;0,9;3;4;23
"Het Land";"Nissewaard                              ";"Buurt     ";"BU19301004";"1";0,8;1,9;11,1;23,5;0,8;4,5;36,2;77,9;1;3;4;23,6
"Vogelenzang";"Nissewaard                              ";"Wijk      ";"WK193011  ";"1";1,3;0,4;8,3;16,1;0,9;3,1;21,4;52,2;1,3;2;3,7;17,8
"Vogelenzang-Zuid";"Nissewaard                              ";"Buurt     ";"BU19301101";"1";1,1;0,5;7,6;16,3;0,7;4,3;18,8;52,7;1,1;2;3,8;17
"Vogelenzang-Noord";"Nissewaard                              ";"Buurt     ";"BU19301102";"1";1,6;0;9,8;15,7;1,3;0,3;27,6;51;1,6;2;3,4;19,8
"De Akkers";"Nissewaard                              ";"Wijk      ";"WK193012  ";"1";0,7;1,7;9;17;0,6;5,2;26,1;54,9;1,1;2;4,2;17,9
"Gaarden";"Nissewaard                              ";"Buurt     ";"BU19301201";"1";0,7;1;10;17;0,7;1,1;29,1;55;1,5;2;4,2;18,7
"Dreven";"Nissewaard                              ";"Buurt     ";"BU19301202";"1";1;0,7;11,9;17;0,9;2,5;39,1;55;1,2;2;4,8;21,4
"Voorden";"Nissewaard                              ";"Buurt     ";"BU19301203";"1";0,6;3,4;9,3;17;0,4;11,3;30,4;55;0,6;2;4,2;19,3
"Akkers-Centrum";"Nissewaard                              ";"Buurt     ";"BU19301204";"1";0,5;2,1;8,1;17;0,1;10,1;21,3;55;0,5;2;4;16,6
"Donken";"Nissewaard                              ";"Buurt     ";"BU19301205";"1";0,4;2,6;7,5;17;0,4;8;20,1;55;0,7;2;4;16
"Kreken";"Nissewaard                              ";"Buurt     ";"BU19301206";"1";0,8;0,9;7,8;16,8;0,8;0,9;19,7;54,2;1,6;2;4;16,3
"Vriesland";"Nissewaard                              ";"Wijk      ";"WK193013  ";"1";0,9;0,7;7,2;16,2;0,6;4,3;18,1;52,2;1,3;2;4;16
"Vriesland";"Nissewaard                              ";"Buurt     ";"BU19301301";"1";0,9;0,7;7,2;16,2;0,6;4,3;18,1;52,2;1,3;2;4;16
"Waterland";"Nissewaard                              ";"Wijk      ";"WK193014  ";"1";0,7;0,9;10,5;17;0,8;2,1;29,8;55;2,5;2;4,6;20,7
"Ottersveen";"Nissewaard                              ";"Buurt     ";"BU19301401";"1";0,8;1,3;12;17;1,1;0,7;38,9;55;2,3;2;5;22,3
"Kikkerveen";"Nissewaard                              ";"Buurt     ";"BU19301402";"1";0,7;1;11,4;17;1,2;0;35,1;55;2,3;2;4,9;21,1
"Beverveen";"Nissewaard                              ";"Buurt     ";"BU19301403";"1";0,9;0,8;9,9;17;1,2;0,3;28,5;55;2,2;2;4,2;19,2
"Egel- en Salamanderveen";"Nissewaard                              ";"Buurt     ";"BU19301404";"1";0,8;1;10,2;17;0,8;3;29,8;55;2;2;4,1;19
"Krekelveen";"Nissewaard                              ";"Buurt     ";"BU19301405";"1";0,5;1;9,2;17;0,5;3;22,9;55;2,3;2;4;17,7
"Slakkenveen";"Nissewaard                              ";"Buurt     ";"BU19301406";"1";0,4;1;9,1;17;0,4;3;20,7;55;2,4;2;4;18,4
"Middengebied";"Nissewaard                              ";"Buurt     ";"BU19301407";"1";0,4;1,1;11,2;17,1;0,4;3;33,3;55,3;2,5;2;4,8;21,7
"Karperveen";"Nissewaard                              ";"Buurt     ";"BU19301408";"1";0,4;1;9,8;17;0,4;3;20,5;55;2,8;2;4,6;20,5
"Snoekenveen";"Nissewaard                              ";"Buurt     ";"BU19301409";"1";0,8;1;11,2;17;0,8;2,7;34;55;2,7;2;5;22,2
"Baarsveen";"Nissewaard                              ";"Buurt     ";"BU19301410";"1";1,1;0,5;10,9;17;1,1;1,1;32,4;55;2,7;2;4,9;22,3
