"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km)";"Gezondheid en welzijn/Afstand tot apotheek (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Afstand tot consultatiebureau (km)";"Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 1 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 3 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 5 km (aantal)"
"Landweert";"Venray                                  ";"Wijk      ";"WK098417  ";"1";0,7;1;2,9;4;18,8;0,7;3,3;1;1;4;3,3;1;1;2;;;;;
"Landweert 1";"Venray                                  ";"Buurt     ";"BU09841701";"1";0,8;1,1;4;4;18,9;0,8;2,8;1;1;4;2,8;1;1;2;;;;;
"Landweert 2";"Venray                                  ";"Buurt     ";"BU09841702";"1";0,7;1;2,8;4;19;0,7;3,5;1;1;4;3,5;1;1;2;;;;;
"Landweert 3";"Venray                                  ";"Buurt     ";"BU09841703";"1";0,7;1;2,1;4;18,6;0,7;3,6;1;1;4;3,6;1;1;2;;;;;
"Keizersveld";"Venray                                  ";"Buurt     ";"BU09841704";"1";0,5;1;2;4;18;0,5;3,6;1;1;4;3,6;1;1;2;;;;;
"Smakterheide";"Venray                                  ";"Wijk      ";"WK098418  ";"1";1,4;0,6;3,3;4,5;18,8;1,3;2,6;1;1;4;2,6;1;1;2;;;;;
"Smakterheide";"Venray                                  ";"Buurt     ";"BU09841801";"1";1,4;0,6;3,3;4,5;18,8;1,3;2,6;1;1;4;2,6;1;1;2;;;;;
"Brabander";"Venray                                  ";"Wijk      ";"WK098419  ";"1";2,4;0;3,1;4,5;19,5;1,8;1,8;1;1;4;1,8;1;1;2;;;;;
"Brabander";"Venray                                  ";"Buurt     ";"BU09841901";"1";2,4;0;3,1;4,5;19,5;1,8;1,8;1;1;4;1,8;1;1;2;;;;;
"St. Antoniusveld";"Venray                                  ";"Wijk      ";"WK098420  ";"1";0,5;1;4;4;19,9;0,5;3,4;1;1;3,6;3,4;1;1;1,6;;;;;
"St. Antoniusveld";"Venray                                  ";"Buurt     ";"BU09842001";"1";0,5;1;4;4;19,9;0,5;3,4;1;1;3,6;3,4;1;1;1,6;;;;;
"Wanssum";"Venray                                  ";"Wijk      ";"WK098421  ";"1";3,1;0;0,3;1,9;20,5;3,1;9,8;0;0,7;2;9,8;0;0,7;1;;;;;
"Wanssum";"Venray                                  ";"Buurt     ";"BU09842101";"1";3,1;0;0,3;1,9;20,5;3,1;9,8;0;0,7;2;9,8;0;0,7;1;;;;;
"Geijsteren";"Venray                                  ";"Wijk      ";"WK098422  ";"1";5,4;0;0;0;17,1;5,4;8,5;0;1;3;8,5;0;1;2;;;;;
"Geijsteren";"Venray                                  ";"Buurt     ";"BU09842201";"1";5,4;0;0;0;17,1;5,4;8,5;0;1;3;8,5;0;1;2;;;;;
"Blitterswijck";"Venray                                  ";"Wijk      ";"WK098423  ";"1";2,9;0;0,8;1,8;22,6;2,9;11,3;0;0;2;12,2;0;0;1;;;;;
"Blitterswijck";"Venray                                  ";"Buurt     ";"BU09842301";"1";2,9;0;0,8;1,8;22,6;2,9;11,3;0;0;2;12,2;0;0;1;;;;;
"Vijfheerenlanden";"Vijfheerenlanden                        ";"Gemeente  ";"GM1961    ";"1";1,2;0,8;2,7;4,5;10,8;2,2;5,9;0,3;1;6,4;10,8;0;0,4;3,5;;;;;
"Tienhoven aan de Lek";"Vijfheerenlanden                        ";"Wijk      ";"WK196101  ";"1";1,8;0;1;1;17,6;7,1;9,2;0;1;4;17,6;0;0;2;;;;;
"Tienhoven aan de Lek kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610101";"1";1,8;0;1;1;17,6;7,1;9,2;0;1;4;17,6;0;0;2;;;;;
"Tienhoven aan de Lek buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196102  ";"1";1,3;0,7;0,9;1;16,8;6,5;9,8;0;0,4;4;16,8;0;0;2;;;;;
"Tienhoven aan de Lek buitengebied west";"Vijfheerenlanden                        ";"Buurt     ";"BU19610201";"1";2,5;0,1;0,7;1;16,9;6,1;8,5;0;1;4;16,9;0;0;2;;;;;
"Hogewaard";"Vijfheerenlanden                        ";"Buurt     ";"BU19610202";"1";0,8;0,9;1;1;16,8;6,6;10,2;0;0,2;4;16,8;0;0;2;;;;;
"Ameide";"Vijfheerenlanden                        ";"Wijk      ";"WK196103  ";"1";0,4;1;1;1;16,2;6;10,5;0;0;4;16,2;0;0;2;;;;;
"Ameide oude kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610301";"1";0,5;1;1;1;16,3;6,2;10,4;0;0;4;16,3;0;0;2;;;;;
"Ameide kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610302";"1";0,4;1;1;1;16,2;6;10,5;0;0;4;16,2;0;0;2;;;;;
"Zouwenveld";"Vijfheerenlanden                        ";"Buurt     ";"BU19610303";"1";0,4;1;1;1;16,2;5,9;10,8;0;0;4;16,2;0;0;2;;;;;
"Ameide buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196104  ";"1";1,3;0,1;1;1,5;15,2;4,8;11,5;0;0;4;15,2;0;0;2;;;;;
"Sluis";"Vijfheerenlanden                        ";"Buurt     ";"BU19610401";"1";1,1;0;1;1,3;15,4;5,1;11,5;0;0;4;15,4;0;0;2;;;;;
"Ameide buitengebied zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19610402";"1";1,7;0,2;1;1,8;14,9;4,4;11,6;0;0,1;4;14,9;0;0;2;;;;;
"Ameide buitengebied noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19610403";"1";1,1;0,1;1;1;15,3;5,3;11,4;0;0;4;15,3;0;0;2;;;;;
"Meerkerk";"Vijfheerenlanden                        ";"Wijk      ";"WK196105  ";"1";0,6;1;1;1,3;11;0,6;10,2;0;0,2;4,1;11;0;0;2;;;;;
"Meerkerk kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610501";"1";0,6;0,9;1;1,4;10,9;0,6;10,1;0;0,3;4,1;10,9;0;0;2;;;;;
"Meerkerk-Noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19610502";"1";0,4;1;1;1,2;11,1;0,4;10,2;0;0,1;4;11,1;0;0;2;;;;;
"De Weide";"Vijfheerenlanden                        ";"Buurt     ";"BU19610503";"1";0,7;1;1;1,1;11;0,7;10,5;0;0;4;11;0;0;2;;;;;
"Meerkerk bedrijventerrein";"Vijfheerenlanden                        ";"Buurt     ";"BU19610504";"1";0,6;0,9;1;1,3;10,2;0,6;10,1;0;0,2;4;10,2;0;0,2;2;;;;;
"Meerkerk buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196106  ";"1";2,5;0;0,7;1,8;12;2,7;10,9;0;0,2;4,1;12;0;0,1;2;;;;;
"Meerkerk buitengebied oost";"Vijfheerenlanden                        ";"Buurt     ";"BU19610601";"1";2,6;0;0,5;1,3;10,6;2,6;9,9;0;0,5;4,2;10,6;0;0,2;2;;;;;
"Broek";"Vijfheerenlanden                        ";"Buurt     ";"BU19610602";"1";2,4;0;0,9;2,3;13,1;2,8;11,8;0;0;4;13,1;0;0;2;;;;;
"Lexmond";"Vijfheerenlanden                        ";"Wijk      ";"WK196107  ";"1";0,6;0,9;1;2;9,7;4,2;9,7;0;0,7;9,2;9,7;0;0,7;5,2;;;;;
"Lexmond kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610701";"1";0,6;0,9;1;2;9,7;4,2;9,7;0;0,7;9,2;9,7;0;0,7;5,2;;;;;
"Lexmond buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196108  ";"1";2,2;0;0,9;1,7;11,5;4,5;10,8;0;0,3;7,1;11,5;0;0,2;3,5;;;;;
"Lexmond buitengebied oost";"Vijfheerenlanden                        ";"Buurt     ";"BU19610801";"1";1,5;0,1;1,1;2,1;9,4;3,7;9,3;0;0,7;9,9;9,4;0;0,7;5,7;;;;;
"Achthoven";"Vijfheerenlanden                        ";"Buurt     ";"BU19610802";"1";2,3;0;0,8;1,5;13,3;6,2;12,1;0;0;5,1;13,3;0;0;2,4;;;;;
"Lakerveld";"Vijfheerenlanden                        ";"Buurt     ";"BU19610803";"1";2,5;0;0,9;1,7;11,9;3,9;11;0;0,1;6,6;11,9;0;0;2,8;;;;;
"Nieuwland";"Vijfheerenlanden                        ";"Wijk      ";"WK196109  ";"1";4,1;0;0;1,9;9,3;4,1;7,8;0;2;5;9,3;0;1;2;;;;;
"Nieuwland kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19610901";"1";4,1;0;0;1,9;9,3;4,1;7,8;0;2;5;9,3;0;1;2;;;;;
"Nieuwland buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196110  ";"1";3,5;0;0,4;3,1;9,4;3,8;6,2;0,2;1,7;4;9,4;0;0,7;1,6;;;;;
"Nieuwland buitengebied west";"Vijfheerenlanden                        ";"Buurt     ";"BU19611001";"1";3,4;0;0,3;1,6;8;3,4;7,8;0;2;4,3;8;0;1;1,9;;;;;
"Geer";"Vijfheerenlanden                        ";"Buurt     ";"BU19611002";"1";4,2;0;0;2,8;10,6;4,5;6,1;0,1;1,4;4,9;10,6;0;0,4;1,9;;;;;
"Achterdijk";"Vijfheerenlanden                        ";"Buurt     ";"BU19611003";"1";3,2;0;0,7;4,5;9,9;3,7;5;0,5;1,6;3,1;9,9;0;0,6;1;;;;;
"Leerbroek";"Vijfheerenlanden                        ";"Wijk      ";"WK196111  ";"1";3,7;0;0;4,4;12,4;4;5,1;0,3;1;5;12,4;0;0;2;;;;;
"Leerbroek kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19611101";"1";3,7;0;0;4,4;12,4;4;5,1;0,3;1;5;12,4;0;0;2;;;;;
"Leerbroek buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196112  ";"1";3,8;0;0,3;1,6;13;3,9;7,1;0;1;5;13;0;0;2;;;;;
"Leerbroek buitengebied zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19611201";"1";4,1;0;0;3,5;11,6;4,1;6,1;0;1,1;5;11,6;0;0,1;2;;;;;
"Weverwijk";"Vijfheerenlanden                        ";"Buurt     ";"BU19611202";"1";2,3;0;0,9;1;11,1;2,3;8;0;1;5;11,1;0;0;2;;;;;
"Middelkoop";"Vijfheerenlanden                        ";"Buurt     ";"BU19611203";"1";4,3;0;0,1;1,2;14,1;4,5;7;0;1;5;14,1;0;0;2;;;;;
"Kedichem";"Vijfheerenlanden                        ";"Wijk      ";"WK196113  ";"1";4,4;0;0;1;9,3;4,4;6,9;0;2;3;9,3;0;1;1;;;;;
"Kedichem kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19611301";"1";4,4;0;0;1;9,3;4,4;6,9;0;2;3;9,3;0;1;1;;;;;
"Kedichem buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196114  ";"1";3,8;0;0,2;2;9;3,8;6,5;0,1;1,9;2,7;9;0;0,9;1;;;;;
"Kedichem buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19611401";"1";3,8;0;0,2;2;9;3,8;6,5;0,1;1,9;2,7;9;0;0,9;1;;;;;
"Hei- en Boeicop";"Vijfheerenlanden                        ";"Wijk      ";"WK196115  ";"1";4,7;0;0;1,2;12,4;6,7;9,4;0;1;5,2;12,4;0;0;2,2;;;;;
"Hei- en Boeicop kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19611501";"1";4,7;0;0;1,2;12,4;6,7;9,4;0;1;5,2;12,4;0;0;2,2;;;;;
"Hei- en Boeicop buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196116  ";"1";3,7;0;0,2;0,9;12,1;6,2;10,6;0;0,1;6,1;12,1;0;0;2,7;;;;;
"Hei- en Boeicop buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19611601";"1";3,7;0;0,2;0,9;12,1;6,2;10,6;0;0,1;6,1;12,1;0;0;2,7;;;;;
"Oosterwijk";"Vijfheerenlanden                        ";"Wijk      ";"WK196117  ";"1";2,4;0;1,8;5,8;11,4;2,5;3,8;1;1;3;11,4;0;0;1;;;;;
"Oosterwijk";"Vijfheerenlanden                        ";"Buurt     ";"BU19611701";"1";2,4;0;1,8;5,8;11,4;2,5;3,8;1;1;3;11,4;0;0;1;;;;;
"Amaliastein";"Vijfheerenlanden                        ";"Wijk      ";"WK196118  ";"1";1,3;0;2;6,5;6,3;1,2;6,3;0;1;10;6,3;0;1;6;;;;;
"Amaliastein";"Vijfheerenlanden                        ";"Buurt     ";"BU19611801";"1";1,3;0;2;6,5;6,3;1,2;6,3;0;1;10;6,3;0;1;6;;;;;
"Monnikenhof";"Vijfheerenlanden                        ";"Wijk      ";"WK196119  ";"1";0,8;0,7;1,9;6,4;6,4;0,8;6,4;0;1;10;6,4;0;1;6;;;;;
"Monnikenhof centrum";"Vijfheerenlanden                        ";"Buurt     ";"BU19611901";"1";0,8;0,6;1,9;6,1;6,6;1,2;6,6;0;1;10;6,6;0;1;6;;;;;
"Molenbuurt I";"Vijfheerenlanden                        ";"Buurt     ";"BU19611902";"1";0,8;0,9;2;6,7;6,1;0,6;6,1;0;1;10;6,1;0;1;6;;;;;
"Molenbuurt II";"Vijfheerenlanden                        ";"Buurt     ";"BU19611903";"1";0,9;0,6;1,8;6,3;6,5;0,5;6,5;0;1;10;6,5;0;1;6;;;;;
"Helsdingen";"Vijfheerenlanden                        ";"Buurt     ";"BU19611904";"1";0,5;1;2;7;6;0,5;6;0;1;10;6;0;1;6;;;;;
"Monnikenhof sportcomplex";"Vijfheerenlanden                        ";"Buurt     ";"BU19611905";"1";1,4;0,2;2;6;6,9;1,7;6,9;0;1;10;6,9;0;1;6;;;;;
"Vianen bedrijventerrein";"Vijfheerenlanden                        ";"Wijk      ";"WK196120  ";"1";1,5;0,1;2,8;4,5;7,3;1,8;7,3;0;1;10;7,3;0;1;6;;;;;
"De Hagen (bedrijventerrein)";"Vijfheerenlanden                        ";"Buurt     ";"BU19612001";"1";1,4;0,1;3;4,5;7,3;1,4;7,3;0;1;10;7,3;0;1;6;;;;;
"De Biezen";"Vijfheerenlanden                        ";"Buurt     ";"BU19612002";"1";2,1;0;2,2;4,5;7,3;2,4;7,3;0;1;10,1;7,3;0;1;6,1;;;;;
"Gaasperwaard";"Vijfheerenlanden                        ";"Buurt     ";"BU19612003";"1";;;;;;;;;;;;;;;;;;;
"Vianen centrum";"Vijfheerenlanden                        ";"Wijk      ";"WK196121  ";"1";0,9;0,7;3;6,2;6,1;1,1;6,1;0;1;10;6,1;0;1;6;;;;;
"Vianen binnenstad";"Vijfheerenlanden                        ";"Buurt     ";"BU19612101";"1";0,7;1;3;5,2;6,4;0,7;6,4;0;1;10;6,4;0;1;6;;;;;
"Zederik-Noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19612102";"1";0,9;0,7;3;5,2;6,3;1;6,3;0;1;10;6,3;0;1;6;;;;;
"Zederik-Zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19612103";"1";0,9;0,6;3,1;7,5;5,8;1,2;5,8;0;1;10;5,8;0;1;6;;;;;
"Hogeland";"Vijfheerenlanden                        ";"Buurt     ";"BU19612104";"1";0,9;0,6;2,9;6,9;6,1;1,3;6,1;0;1;10;6,1;0;1;6;;;;;
"Blankenborch";"Vijfheerenlanden                        ";"Buurt     ";"BU19612105";"1";1,1;0,2;2,9;6,1;6,1;1,2;6,1;0;1;10;6,1;0;1;6;;;;;
"Sluiseiland";"Vijfheerenlanden                        ";"Buurt     ";"BU19612106";"1";0,6;1;3;5;6,4;0,6;6,4;0;1;10;6,4;0;1;6;;;;;
"De Hagen";"Vijfheerenlanden                        ";"Wijk      ";"WK196122  ";"1";0,6;1;3;4,9;7,1;0,6;7,1;0;1;10;7,1;0;1;6;;;;;
"De Vijfheerenlanden";"Vijfheerenlanden                        ";"Buurt     ";"BU19612201";"1";0,5;1;3;5;7;0,5;7;0;1;10;7;0;1;6;;;;;
"Herenbuurt";"Vijfheerenlanden                        ";"Buurt     ";"BU19612202";"1";0,5;1;3;5;6,8;0,6;6,8;0;1;10;6,8;0;1;6;;;;;
"Vogelbuurt (Vianen)";"Vijfheerenlanden                        ";"Buurt     ";"BU19612203";"1";0,8;1;3;5;7,1;0,8;7,1;0;1;10;7,1;0;1;6;;;;;
"Bomenbuurt (Vianen)";"Vijfheerenlanden                        ";"Buurt     ";"BU19612204";"1";0,8;1;3;4,7;7,3;0,7;7,3;0;1;10;7,3;0;1;6;;;;;
"Batenstein";"Vijfheerenlanden                        ";"Buurt     ";"BU19612205";"1";0,1;1;3;5;6,7;0,1;6,7;0;1;10;6,7;0;1;6;;;;;
"Vianen buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196123  ";"1";3,3;0;0,6;3,5;8,8;3,2;8,7;0;0,7;9,6;8,8;0;0,7;6,1;;;;;
"Vianen buitengebied noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19612301";"1";1,8;0;1,5;5,8;7;1,5;7;0;1;10,7;7;0;1;6,5;;;;;
"Vianen buitengebied zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19612302";"1";4,2;0;0,1;2,1;9,8;4,2;9,8;0;0,5;8,9;9,8;0;0,5;5,8;;;;;
"Leerdam-West";"Vijfheerenlanden                        ";"Wijk      ";"WK196124  ";"1";0,7;1,3;5;6,1;12,7;0,8;2,5;1;1;3,2;12,7;0;0;1,2;;;;;
"Staatsliedenbuurt";"Vijfheerenlanden                        ";"Buurt     ";"BU19612401";"1";0,3;2;5,5;6,5;13;0,3;2;1;1;3,9;13;0;0;1,9;;;;;
"Raadsliedenbuurt";"Vijfheerenlanden                        ";"Buurt     ";"BU19612402";"1";0,3;2;5;6;13,2;0,5;2,2;1;1;3,5;13,2;0;0;1,5;;;;;
"Bomenbuurt (Leerdam)";"Vijfheerenlanden                        ";"Buurt     ";"BU19612403";"1";0,5;2;5;6;12,8;0,8;2,5;1;1;3;12,8;0;0;1;;;;;
"Spartaveld";"Vijfheerenlanden                        ";"Buurt     ";"BU19612404";"1";0,7;2;5;6;12,6;0,7;2,4;1;1;3,1;12,6;0;0;1,1;;;;;
"Achter de Pijp";"Vijfheerenlanden                        ";"Buurt     ";"BU19612405";"1";1;0,7;5,2;6;12,7;1;2,5;1;1;3;12,7;0;0;1;;;;;
"Broekgraaf-Noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19612406";"1";0,7;1;4,1;6;12,5;1,3;3;1;1;3;12,5;0;0;1;;;;;
"Broekgraaf-Zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19612407";"1";1;0,6;4,3;6;12,4;1,2;3;1;1;3;12,4;0;0;1;;;;;
"Glasfabriek";"Vijfheerenlanden                        ";"Buurt     ";"BU19612408";"1";;;;;;;;;;;;;;;;;;;
"Leerdam-Noord";"Vijfheerenlanden                        ";"Wijk      ";"WK196125  ";"1";0,6;1,6;5;7;13,9;1,5;2;1;1;4;13,9;0;0;2;;;;;
"Ter Leede";"Vijfheerenlanden                        ";"Buurt     ";"BU19612501";"1";1;0,7;5,1;6,9;13,2;1,1;2,2;1;1;4;13,2;0;0;2;;;;;
"Florabuurt";"Vijfheerenlanden                        ";"Buurt     ";"BU19612502";"1";0,6;1,7;5;7;14,2;1,7;2,3;1;1;4;14,2;0;0;2;;;;;
"Vogelbuurt (Leerdam)";"Vijfheerenlanden                        ";"Buurt     ";"BU19612503";"1";0,4;2;5;7;13,8;1,2;1,6;1;1;4;13,8;0;0;2;;;;;
"Eiland";"Vijfheerenlanden                        ";"Buurt     ";"BU19612504";"1";0,2;2;5;7;14,2;1,6;1,7;1;1;4;14,2;0;0;2;;;;;
"Drossaardsbuurt";"Vijfheerenlanden                        ";"Buurt     ";"BU19612505";"1";0,3;1,9;5;7;14,4;1,8;1,8;1;1;4;14,4;0;0;2;;;;;
"Leerdam centrum";"Vijfheerenlanden                        ";"Wijk      ";"WK196126  ";"1";0,8;1;5,9;7;13,6;0,8;1,3;1;1;4;13,6;0;0;2;;;;;
"Leerdam centrum zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19612601";"1";0,8;0,8;5,8;7;13,7;0,9;1,2;1;1;4;13,7;0;0;2;;;;;
"Leerdam centrum noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19612602";"1";0,6;1,4;6;7;13,5;0,6;1,4;1;1;4;13,5;0;0;2;;;;;
"Leerdam-Oost";"Vijfheerenlanden                        ";"Wijk      ";"WK196127  ";"1";0,7;0,8;5,1;6,9;14,4;0,8;0,7;1;1;4;14,4;0;0;2;;;;;
"Varsseveld";"Vijfheerenlanden                        ";"Buurt     ";"BU19612701";"1";1,3;0;5;7;14,3;1,3;1,3;1;1;4;14,3;0;0;2;;;;;
"Oranjebuurt-Zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19612702";"1";0,6;1;5,1;6,9;14,4;0,6;0,6;1;1;3,9;14,4;0;0;1,9;;;;;
"Oranjebuurt-Noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19612703";"1";0,5;1;5;7;14,4;0,6;0,5;1;1;4;14,4;0;0;2;;;;;
"Nieuw Schaik";"Vijfheerenlanden                        ";"Wijk      ";"WK196128  ";"1";0,9;1,3;5,1;7;14,5;1,7;1,7;1;1;4;14,5;0;0;2;;;;;
"Nieuw Schaik";"Vijfheerenlanden                        ";"Buurt     ";"BU19612801";"1";0,9;1,3;5,1;7;14,5;1,7;1,7;1;1;4;14,5;0;0;2;;;;;
"Leerdam buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196129  ";"1";1,9;0,1;3,1;5,6;14,5;2,9;3,4;0,9;1;4,1;14,5;0;0;1,8;;;;;
"Leerdam buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19612901";"1";1,9;0,1;3,1;5,6;14,5;2,9;3,4;0,9;1;4,1;14,5;0;0;1,8;;;;;
"Schoonrewoerd";"Vijfheerenlanden                        ";"Wijk      ";"WK196130  ";"1";0,5;1;1;1;15,4;6,1;6,2;0;1;5;15,4;0;0;2;;;;;
"Schoonrewoerd kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19613001";"1";0,5;1;1;1;15,4;6,1;6,2;0;1;5;15,4;0;0;2;;;;;
"Schoonrewoerd buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196131  ";"1";1,9;0,1;0,9;1,2;15;6,3;6,3;0,1;1,4;4,6;15;0;0;1,7;;;;;
"Schoonrewoerd buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19613101";"1";1,9;0,1;0,9;1,2;15;6,3;6,3;0,1;1,4;4,6;15;0;0;1,7;;;;;
"Zijderveld";"Vijfheerenlanden                        ";"Wijk      ";"WK196132  ";"1";3,1;0;0,2;1;12,7;6,2;7,5;0;2;4,1;12,7;0;0;1,1;;;;;
"Zijderveld kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19613201";"1";3,1;0;0,2;1;12,7;6,2;7,5;0;2;4,1;12,7;0;0;1,1;;;;;
"Zijderveld buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196133  ";"1";3,7;0;0,2;1;13,3;7;7,9;0;1,6;4;13,3;0;0;1;;;;;
"Zijderveld buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19613301";"1";3,7;0;0,2;1;13,3;7;7,9;0;1,6;4;13,3;0;0;1;;;;;
"Hagestein";"Vijfheerenlanden                        ";"Wijk      ";"WK196134  ";"1";1,4;0,1;1,7;3;8,8;3;8,7;0;1,9;10;8,8;0;1;6;;;;;
"Hagestein kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19613401";"1";1,4;0,1;1,7;3;8,8;3;8,7;0;1,9;10;8,8;0;1;6;;;;;
"Hagestein buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196135  ";"1";2,3;0;1,1;2,4;9,6;3,7;8,3;0;1,3;9,5;9,6;0;0,6;5,8;;;;;
"Hagestein buitengebied noord";"Vijfheerenlanden                        ";"Buurt     ";"BU19613501";"1";1,6;0;1,9;3;8,7;2,4;8,7;0;1,4;10;8,7;0;1;6;;;;;
"Hagestein buitengebied oost";"Vijfheerenlanden                        ";"Buurt     ";"BU19613502";"1";2,9;0;0,6;1,9;10,3;4,5;7,8;0;1,3;9;10,3;0;0,3;5,7;;;;;
"Hagestein buitengebied zuid";"Vijfheerenlanden                        ";"Buurt     ";"BU19613503";"1";1,9;0;1,3;2,7;9,2;3,4;8,9;0;1,3;9,9;9,2;0;0,9;6;;;;;
"Hoef en Haag";"Vijfheerenlanden                        ";"Wijk      ";"WK196136  ";"1";0,6;1;2;3;8;2,2;8;0;1,8;10,4;8;0;1;6,4;;;;;
"Het Dorpshart";"Vijfheerenlanden                        ";"Buurt     ";"BU19613601";"1";0,4;1;2;3;7,8;2;7,8;0;2;10,8;7,8;0;1;6,8;;;;;
"Het Lint";"Vijfheerenlanden                        ";"Buurt     ";"BU19613602";"1";0,8;0,9;2;3;8,2;2,4;8,2;0;1,6;10;8,2;0;1;6;;;;;
"De Erven";"Vijfheerenlanden                        ";"Buurt     ";"BU19613603";"1";0,8;1;2;3;8,2;2,4;8,2;0;1,5;10;8,2;0;1;6;;;;;
"Everdingen";"Vijfheerenlanden                        ";"Wijk      ";"WK196137  ";"1";4,8;0;0;1,2;12,2;5;6,2;0;1;8;12,2;0;0;5;;;;;
"Everdingen kern";"Vijfheerenlanden                        ";"Buurt     ";"BU19613701";"1";4,8;0;0;1,2;12,2;5;6,2;0;1;8;12,2;0;0;5;;;;;
"Everdingen buitengebied";"Vijfheerenlanden                        ";"Wijk      ";"WK196138  ";"1";3,9;0;0,1;1,7;12,4;4,4;6,6;0;1,6;6,5;12,4;0;0;3,5;;;;;
"Everdingen buitengebied";"Vijfheerenlanden                        ";"Buurt     ";"BU19613801";"1";3,9;0;0,1;1,7;12,4;4,4;6,6;0;1,6;6,5;12,4;0;0;3,5;;;;;
